"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color","route_desc"
23579_3,281,"1208","",3,"","",""
23580_3,281,"1210","",3,"","",""
23581_3,281,"1211","",3,"","",""
23582_3,281,"12N","",3,"","",""
23583_3,281,"150N","",3,"","",""
23584_3,281,"15N","",3,"","",""
23585_3,281,"1N","",3,"","",""
23586_3,281,"215N","",3,"","",""
23587_3,281,"223N","",3,"","",""
23588_3,281,"23/33","",3,"","",""
23589_3,281,"2N","",3,"","",""
23590_3,281,"3N","",3,"","",""
23591_3,281,"40N","",3,"","",""
23592_3,281,"4N","",3,"","",""
23593_3,281,"50N","",3,"","",""
23594_3,281,"53N","",3,"","",""
23595_3,281,"580N","",3,"","",""
23596_3,281,"6N","",3,"","",""
23597_3,281,"740N","",3,"","",""
23598_3,281,"766N","",3,"","",""
23599_3,281,"77N","",3,"","",""
23600_3,281,"7N","",3,"","",""
23601_3,281,"830","",3,"","",""
23602_3,281,"833","",3,"","",""
23603_3,281,"834a","",3,"","",""
23604_3,281,"834b","",3,"","",""
23605_3,281,"851","",3,"","",""
23606_3,281,"852","",3,"","",""
23607_3,281,"853","",3,"","",""
23608_3,281,"85N","",3,"","",""
23609_3,281,"8N","",3,"","",""
23610_3,281,"8N","",3,"","",""
23611_3,281,"9N","",3,"","",""
23628_3,281,"220T","",3,"","",""
23638_3,281,"21","",3,"","",""
23639_3,281,"22","",3,"","",""
23640_3,281,"23","",3,"","",""
23658_3,281,"112T","",3,"","",""
23659_3,281,"118T","",3,"","",""
23660_3,281,"12T","",3,"","",""
23661_3,281,"290T","",3,"","",""
23662_3,281,"309T","",3,"","",""
23663_3,281,"311T","",3,"","",""
23664_3,281,"313T","",3,"","",""
23665_3,281,"31T","",3,"","",""
23666_3,281,"32T","",3,"","",""
23667_3,281,"330T","",3,"","",""
23668_3,281,"412T","",3,"","",""
23669_3,281,"423T","",3,"","",""
23670_3,281,"441T","",3,"","",""
23671_3,281,"443T","",3,"","",""
23672_3,281,"4T","",3,"","",""
23673_3,281,"502T","",3,"","",""
23674_3,281,"60T","",3,"","",""
23675_3,281,"6T","",3,"","",""
23676_3,281,"705T","",3,"","",""
23677_3,281,"716T","",3,"","",""
23678_3,281,"73T","",3,"","",""
23679_3,281,"801T","",3,"","",""
23680_3,281,"802T","",3,"","",""
23681_3,281,"803T","",3,"","",""
23682_3,281,"804T","",3,"","",""
23683_3,281,"806T","",3,"","",""
23684_3,281,"8300T","",3,"","",""
23685_3,281,"8301T","",3,"","",""
23686_3,281,"9T","",3,"","",""
17803_4,291,,"Bøjden - Fynshav",4,"","",""
17804_4,291,,"Esbjerg - Fanø",4,"","",""
17807_4,291,,"Rønne - Køge",4,"","",""
17809_4,291,,"Rønne - Ystad",4,"","",""
17810_4,291,,"Spodsbjerg - Tårs",4,"","",""
21783_4,291,,"Ballen - Kalundborg",4,"","",""
19468_3,326,"866","",3,"","",""
19753_2,306,"RA","",2,"","",""
19754_2,306,"RX","",2,"","",""
21061_2,306,"Togbus","",2,"","",""
21348_2,306,"RA","",2,"","",""
21458_2,306,"Togbus","",2,"","",""
21478_2,306,"84","",2,"","",""
7234_3,221,"10","",3,"","",""
7238_3,221,"117","",3,"","",""
7239_3,221,"118","",3,"","",""
7240_3,221,"119","",3,"","",""
7241_3,221,"12","",3,"","",""
7244_3,221,"123","",3,"","",""
7246_3,221,"127","",3,"","",""
7247_3,221,"128","",3,"","",""
7249_3,221,"13","",3,"","",""
7252_3,221,"132","",3,"","",""
7253_3,221,"133","",3,"","",""
7256_3,221,"137","",3,"","",""
7257_3,221,"14","",3,"","",""
7258_3,221,"141","",3,"","",""
7259_3,221,"142","",3,"","",""
7260_3,221,"143","",3,"","",""
7261_3,221,"145","",3,"","",""
7263_3,221,"147","",3,"","",""
7264_3,221,"149","",3,"","",""
7266_700,221,"150S","",700,"","",""
7267_3,221,"151","",3,"","",""
7268_3,221,"152","",3,"","",""
7272_3,221,"156","",3,"","",""
7273_3,221,"157","",3,"","",""
7274_3,221,"158","",3,"","",""
7277_3,221,"161","",3,"","",""
7278_3,221,"165","",3,"","",""
7279_3,221,"166","",3,"","",""
7280_3,221,"167","",3,"","",""
7282_3,221,"169","",3,"","",""
7283_3,221,"170","",3,"","",""
7287_3,221,"176","",3,"","",""
7288_3,221,"179","",3,"","",""
7291_3,221,"182","",3,"","",""
7292_3,221,"183","",3,"","",""
7293_3,221,"184","",3,"","",""
7294_3,221,"185","",3,"","",""
7297_3,221,"190","",3,"","",""
7298_3,221,"191","",3,"","",""
7299_3,221,"192","",3,"","",""
7300_3,221,"193","",3,"","",""
7301_3,221,"194","",3,"","",""
7302_3,221,"195","",3,"","",""
7303_3,221,"1A","",3,"","",""
7304_700,221,"200S","",700,"","",""
7307_3,221,"21","",3,"","",""
7309_3,221,"212","",3,"","",""
7311_3,221,"215","",3,"","",""
7312_3,221,"216","",3,"","",""
7313_3,221,"217","",3,"","",""
7314_3,221,"218","",3,"","",""
7315_3,221,"219","",3,"","",""
7316_3,221,"22","",3,"","",""
7318_3,221,"221","",3,"","",""
7321_3,221,"225","",3,"","",""
7323_3,221,"227","",3,"","",""
7333_3,221,"246","",3,"","",""
7336_700,221,"250S","",700,"","",""
7343_3,221,"26","",3,"","",""
7346_3,221,"2A","",3,"","",""
7349_700,221,"300S","",700,"","",""
7350_3,221,"301","",3,"","",""
7351_3,221,"302","",3,"","",""
7352_3,221,"303","",3,"","",""
7360_3,221,"317","",3,"","",""
7361_3,221,"318","",3,"","",""
7362_3,221,"319","",3,"","",""
7367_3,221,"324","",3,"","",""
7369_3,221,"326","",3,"","",""
7370_3,221,"327","",3,"","",""
7371_3,221,"33","",3,"","",""
7373_3,221,"333","",3,"","",""
7374_3,221,"334","",3,"","",""
7375_3,221,"335","",3,"","",""
7380_3,221,"340","",3,"","",""
7383_3,221,"345","",3,"","",""
7385_3,221,"347","",3,"","",""
7387_700,221,"350S","",700,"","",""
7388_3,221,"353","",3,"","",""
7389_3,221,"354","",3,"","",""
7392_3,221,"358","",3,"","",""
7393_3,221,"36","",3,"","",""
7395_3,221,"361","",3,"","",""
7396_3,221,"363","",3,"","",""
7403_3,221,"381","",3,"","",""
7407_3,221,"385","",3,"","",""
7410_3,221,"388","",3,"","",""
7413_700,221,"400S","",700,"","",""
7414_3,221,"42","",3,"","",""
7418_700,221,"500S","",700,"","",""
7420_3,221,"502","",3,"","",""
7437_700,221,"600S","",700,"","",""
7439_3,221,"602","",3,"","",""
7440_3,221,"603","",3,"","",""
7441_3,221,"604","",3,"","",""
7442_3,221,"605","",3,"","",""
7444_3,221,"607","",3,"","",""
7448_3,221,"68","",3,"","",""
7450_3,221,"6A","",3,"","",""
7451_3,221,"701","",3,"","",""
7452_3,221,"702","",3,"","",""
7465_3,221,"77","",3,"","",""
7466_3,221,"78","",3,"","",""
7469_3,221,"802","",3,"","",""
7470_3,221,"803","",3,"","",""
7479_3,221,"840","",3,"","",""
7480_3,221,"841","",3,"","",""
7481_3,221,"847","",3,"","",""
7483_3,221,"850","",3,"","",""
7490_3,221,"901","",3,"","",""
7491_3,221,"902","",3,"","",""
7492_3,221,"90N","",3,"","",""
7493_3,221,"91N","",3,"","",""
7495_3,221,"93N","",3,"","",""
7496_3,221,"94N","",3,"","",""
7499_3,221,"97N","",3,"","",""
7500_3,221,"98N","",3,"","",""
8764_3,221,"3A","",3,"","",""
8765_3,221,"4A","",3,"","",""
9044_3,221,"255","",3,"","",""
9045_3,221,"566","",3,"","",""
9047_3,221,"66","",3,"","",""
9301_3,221,"848","",3,"","",""
9503_3,221,"196","",3,"","",""
9585_3,221,"362","",3,"","",""
9842_3,221,"400","",3,"","",""
9903_3,221,"245","",3,"","",""
9950_3,221,"234","",3,"","",""
9995_3,221,"103","",3,"","",""
9998_3,221,"106","",3,"","",""
10001_3,221,"109","",3,"","",""
10033_3,221,"903","",3,"","",""
10163_3,221,"253","",3,"","",""
10164_3,221,"99N","",3,"","",""
10214_3,221,"741","",3,"","",""
10215_3,221,"742","",3,"","",""
10250_3,221,"116","",3,"","",""
10254_3,221,"203","",3,"","",""
10255_3,221,"204","",3,"","",""
10256_3,221,"205","",3,"","",""
10257_3,221,"206","",3,"","",""
10258_3,221,"207","",3,"","",""
10264_3,221,"314","",3,"","",""
10265_3,221,"315","",3,"","",""
10266_3,221,"316","",3,"","",""
10352_3,221,"228","",3,"","",""
10355_3,221,"312","",3,"","",""
10356_3,221,"313","",3,"","",""
10359_3,221,"35","",3,"","",""
10363_3,221,"402","",3,"","",""
10365_3,221,"404","",3,"","",""
10369_3,221,"415","",3,"","",""
13025_3,221,"411","",3,"","",""
13029_3,221,"422","",3,"","",""
13033_3,221,"432","",3,"","",""
16356_3,221,"460","",3,"","",""
16386_3,221,"670","",3,"","",""
16424_3,221,"834","",3,"","",""
16464_3,221,"681","",3,"","",""
16465_3,221,"682","",3,"","",""
16466_3,221,"683","",3,"","",""
16467_3,221,"684","",3,"","",""
16468_3,221,"686","",3,"","",""
16494_3,221,"692","",3,"","",""
16674_3,221,"693","",3,"","",""
16778_3,221,"689","",3,"","",""
17111_3,221,"197","",3,"","",""
17145_3,221,"904","",3,"","",""
17211_3,221,"160","",3,"","",""
17278_3,221,"401A","",3,"","",""
17280_3,221,"430R","",3,"","",""
17281_3,221,"470R","",3,"","",""
17282_3,221,"480R","",3,"","",""
17283_3,221,"540","",3,"","",""
17284_3,221,"561","",3,"","",""
17285_3,221,"562","",3,"","",""
17286_3,221,"563","",3,"","",""
17287_3,221,"565","",3,"","",""
17288_3,221,"567","",3,"","",""
17289_3,221,"568","",3,"","",""
17290_3,221,"571","",3,"","",""
17291_3,221,"572","",3,"","",""
17292_3,221,"573","",3,"","",""
17545_3,221,"560","",3,"","",""
17546_3,221,"570","",3,"","",""
18188_3,221,"337","",3,"","",""
18195_3,221,"168","",3,"","",""
18829_3,221,"778","",3,"","",""
18943_3,221,"101A","",3,"","",""
18944_3,221,"102A","",3,"","",""
18946_3,221,"108","",3,"","",""
18949_3,221,"139","",3,"","",""
18951_3,221,"198","",3,"","",""
18953_3,221,"240","",3,"","",""
18955_3,221,"260R","",3,"","",""
18956_3,221,"261","",3,"","",""
18957_3,221,"263","",3,"","",""
18958_3,221,"265","",3,"","",""
18959_3,221,"266","",3,"","",""
18960_3,221,"267","",3,"","",""
18967_3,221,"307","",3,"","",""
18968_3,221,"311","",3,"","",""
18973_3,221,"380R","",3,"","",""
18974_3,221,"390R","",3,"","",""
18975_3,221,"393","",3,"","",""
18978_3,221,"440R","",3,"","",""
18980_3,221,"545","",3,"","",""
18984_3,221,"608","",3,"","",""
18985_3,221,"611","",3,"","",""
18986_3,221,"615","",3,"","",""
18987_3,221,"620R","",3,"","",""
18988_3,221,"630R","",3,"","",""
18989_3,221,"640","",3,"","",""
18990_3,221,"660R","",3,"","",""
18993_3,221,"664","",3,"","",""
18995_3,221,"667","",3,"","",""
18997_3,221,"669","",3,"","",""
18999_3,221,"685","",3,"","",""
19000_3,221,"687","",3,"","",""
19001_3,221,"688","",3,"","",""
19002_3,221,"691","",3,"","",""
19003_3,221,"694","",3,"","",""
19004_3,221,"699","",3,"","",""
19006_3,221,"720R","",3,"","",""
19007_3,221,"723","",3,"","",""
19008_3,221,"730","",3,"","",""
19009_3,221,"740","",3,"","",""
19012_3,221,"780","",3,"","",""
19029_3,221,"236","",3,"","",""
19032_3,221,"680","",3,"","",""
19047_3,221,"230R","",3,"","",""
19049_3,221,"360R","",3,"","",""
19390_3,221,"481","",3,"","",""
19391_3,221,"482","",3,"","",""
19392_3,221,"483","",3,"","",""
19393_3,221,"484","",3,"","",""
19394_3,221,"485","",3,"","",""
19395_3,221,"506","",3,"","",""
19396_3,221,"530","",3,"","",""
19397_3,221,"581","",3,"","",""
19398_3,221,"582","",3,"","",""
19399_3,221,"584","",3,"","",""
19400_3,221,"587","",3,"","",""
19401_3,221,"588","",3,"","",""
19495_3,221,"241","",3,"","",""
19496_3,221,"242","",3,"","",""
19497_3,221,"243","",3,"","",""
19498_3,221,"244","",3,"","",""
19563_3,221,"431","",3,"","",""
19564_3,221,"498","",3,"","",""
19565_3,221,"512","",3,"","",""
19566_3,221,"520","",3,"","",""
19567_3,221,"541","",3,"","",""
19568_3,221,"542","",3,"","",""
19569_3,221,"543","",3,"","",""
19570_3,221,"544","",3,"","",""
19571_3,221,"583","",3,"","",""
19572_3,221,"596","",3,"","",""
19573_3,221,"597","",3,"","",""
19574_3,221,"598","",3,"","",""
19575_3,221,"909","",3,"","",""
19583_3,221,"408","",3,"","",""
19584_3,221,"433","",3,"","",""
19588_4,221,"991","",4,"","",""
19589_4,221,"992","",4,"","",""
19609_3,221,"120","",3,"","",""
19612_3,221,"199","",3,"","",""
19613_3,221,"201A","",3,"","",""
19614_3,221,"202A","",3,"","",""
19617_3,221,"220","",3,"","",""
19618_3,221,"224","",3,"","",""
19621_3,221,"374","",3,"","",""
19622_3,221,"406","",3,"","",""
19624_3,221,"421","",3,"","",""
19625_3,221,"425","",3,"","",""
19628_3,221,"437","",3,"","",""
19629_3,221,"438","",3,"","",""
19630_3,221,"439","",3,"","",""
19631_3,221,"462","",3,"","",""
19632_3,221,"466","",3,"","",""
19633_3,221,"467","",3,"","",""
19634_3,221,"469","",3,"","",""
19635_3,221,"486","",3,"","",""
19636_3,221,"487","",3,"","",""
19637_3,221,"488","",3,"","",""
19639_3,221,"490","",3,"","",""
19640_3,221,"491","",3,"","",""
19642_3,221,"494","",3,"","",""
19643_3,221,"495","",3,"","",""
19644_3,221,"496","",3,"","",""
19645_3,221,"497","",3,"","",""
19646_3,221,"499","",3,"","",""
19647_3,221,"501A","",3,"","",""
19649_3,221,"511","",3,"","",""
19650_3,221,"513","",3,"","",""
19652_3,221,"551","",3,"","",""
19653_3,221,"552","",3,"","",""
19654_3,221,"553","",3,"","",""
19660_3,221,"585","",3,"","",""
19661_3,221,"586","",3,"","",""
19662_3,221,"591","",3,"","",""
19663_3,221,"592","",3,"","",""
19664_3,221,"593","",3,"","",""
19665_3,221,"595","",3,"","",""
19666_3,221,"609","",3,"","",""
19674_3,221,"736","",3,"","",""
19675_3,221,"737","",3,"","",""
19683_3,221,"801A","",3,"","",""
19684_3,221,"908","",3,"","",""
19693_3,221,"310R","",3,"","",""
19758_3,221,"370","",3,"","",""
19849_3,221,"71","",3,"","",""
19850_3,221,"72","",3,"","",""
19852_3,221,"74","",3,"","",""
20411_3,221,"264","",3,"","",""
20509_3,221,"468","",3,"","",""
20529_3,221,"711","",3,"","",""
20531_3,221,"713","",3,"","",""
20532_3,221,"716","",3,"","",""
20533_3,221,"717","",3,"","",""
20534_3,221,"718","",3,"","",""
20535_3,221,"719","",3,"","",""
20536_3,221,"721","",3,"","",""
20537_3,221,"722","",3,"","",""
20538_3,221,"724","",3,"","",""
20539_3,221,"725","",3,"","",""
20540_3,221,"751","",3,"","",""
20541_3,221,"752","",3,"","",""
20542_3,221,"755","",3,"","",""
20544_3,221,"761","",3,"","",""
20545_3,221,"762","",3,"","",""
20546_3,221,"763","",3,"","",""
20547_3,221,"771","",3,"","",""
20548_3,221,"772","",3,"","",""
20549_3,221,"773","",3,"","",""
20550_3,221,"774","",3,"","",""
20551_3,221,"791","",3,"","",""
20552_3,221,"792","",3,"","",""
20622_3,221,"589","",3,"","",""
20670_3,221,"504","",3,"","",""
20671_3,221,"851","",3,"","",""
20878_3,221,"332","",3,"","",""
20974_3,221,"336","",3,"","",""
21018_3,221,"320R","",3,"","",""
21068_3,221,"9A","",3,"","",""
21098_3,221,"233","",3,"","",""
21136_3,221,"287","",3,"","",""
21268_3,221,"714","",3,"","",""
21269_3,221,"715","",3,"","",""
21278_3,221,"576","",3,"","",""
21279_3,221,"577","",3,"","",""
21280_3,221,"731","",3,"","",""
21288_3,221,"383","",3,"","",""
21289_3,221,"905","",3,"","",""
21383_3,221,"661R","",3,"","",""
21679_3,221,"208","",3,"","",""
21718_3,221,"31","",3,"","",""
21719_3,221,"342","",3,"","",""
21768_3,221,"155","",3,"","",""
21769_3,221,"375R","",3,"","",""
21808_3,221,"8A","",3,"","",""
21888_3,221,"27","",3,"","",""
21909_3,221,"835","",3,"","",""
22233_3,221,"34","",3,"","",""
22234_3,221,"37","",3,"","",""
22236_3,221,"696","",3,"","",""
22237_3,221,"697","",3,"","",""
22238_3,221,"698","",3,"","",""
22239_3,221,"760","",3,"","",""
22268_3,221,"223","",3,"","",""
22269_3,221,"226","",3,"","",""
22270_3,221,"231","",3,"","",""
22271_3,221,"322","",3,"","",""
22272_3,221,"323","",3,"","",""
22273_3,221,"325","",3,"","",""
22319_3,221,"465","",3,"","",""
22323_3,221,"15E","",3,"","",""
22324_3,221,"180","",3,"","",""
22325_3,221,"181","",3,"","",""
22326_3,221,"305","",3,"","",""
22328_3,221,"405","",3,"","",""
22329_3,221,"703","",3,"","",""
22330_3,221,"750","",3,"","",""
22333_3,221,"30E","",3,"","",""
22334_3,221,"40E","",3,"","",""
22353_3,221,"55E","",3,"","",""
22354_3,221,"65E","",3,"","",""
22358_3,221,"209","",3,"","",""
22793_3,221,"247","",3,"","",""
22794_3,221,"251","",3,"","",""
22795_3,221,"252","",3,"","",""
22796_3,221,"254","",3,"","",""
22797_3,221,"271","",3,"","",""
22798_3,221,"272","",3,"","",""
22799_3,221,"273","",3,"","",""
22800_3,221,"274","",3,"","",""
22801_3,221,"275","",3,"","",""
22853_3,221,"321","",3,"","",""
23208_3,221,"505","",3,"","",""
23228_3,221,"601","",3,"","",""
23233_3,221,"365R","",3,"","",""
23248_3,221,"328","",3,"","",""
23268_3,221,"282","",3,"","",""
23278_3,221,"281","",3,"","",""
23279_3,221,"283","",3,"","",""
23280_3,221,"285","",3,"","",""
23281_3,221,"286","",3,"","",""
23282_3,221,"420","",3,"","",""
23318_3,221,"5C","",3,"","",""
23443_3,221,"163","",3,"","",""
23513_3,221,"144","",3,"","",""
22868_700,206,"1","",700,"","",""
22869_3,206,"1","",3,"","",""
22873_3,206,"100","",3,"","",""
22874_3,206,"102","",3,"","",""
22875_3,206,"103","",3,"","",""
22876_3,206,"104","",3,"","",""
22877_3,206,"107","",3,"","",""
22879_3,206,"11","",3,"","",""
22881_3,206,"110","",3,"","",""
22882_3,206,"111","",3,"","",""
22884_3,206,"112","",3,"","",""
22885_3,206,"113","",3,"","",""
22886_3,206,"115","",3,"","",""
22887_3,206,"118","",3,"","",""
22889_3,206,"12","",3,"","",""
22891_3,206,"13","",3,"","",""
22893_3,206,"14","",3,"","",""
22894_3,206,"15","",3,"","",""
22895_3,206,"16","",3,"","",""
22896_3,206,"17","",3,"","",""
22897_3,206,"176","",3,"","",""
22898_3,206,"18","",3,"","",""
22901_700,206,"2","",700,"","",""
22902_3,206,"2","",3,"","",""
22906_3,206,"200","",3,"","",""
22907_3,206,"202","",3,"","",""
22909_3,206,"208","",3,"","",""
22910_3,206,"209","",3,"","",""
22912_3,206,"212","",3,"","",""
22913_3,206,"213","",3,"","",""
22915_3,206,"225","",3,"","",""
22918_3,206,"234","",3,"","",""
22922_3,206,"265","",3,"","",""
22924_3,206,"270","",3,"","",""
22925_3,206,"273","",3,"","",""
22926_3,206,"274","",3,"","",""
22927_3,206,"276","",3,"","",""
22928_3,206,"278","",3,"","",""
22929_3,206,"2E","",3,"","",""
22930_3,206,"3","",3,"","",""
22933_3,206,"310","",3,"","",""
22934_3,206,"311","",3,"","",""
22935_3,206,"312","",3,"","",""
22936_3,206,"313","",3,"","",""
22937_3,206,"314","",3,"","",""
22938_3,206,"315","",3,"","",""
22939_3,206,"316","",3,"","",""
22940_3,206,"317","",3,"","",""
22941_3,206,"318","",3,"","",""
22942_3,206,"319","",3,"","",""
22943_3,206,"320","",3,"","",""
22944_3,206,"321","",3,"","",""
22945_3,206,"321E","",3,"","",""
22946_3,206,"322","",3,"","",""
22947_3,206,"324","",3,"","",""
22948_3,206,"325","",3,"","",""
22949_3,206,"326","",3,"","",""
22950_3,206,"327","",3,"","",""
22951_3,206,"328","",3,"","",""
22952_3,206,"329","",3,"","",""
22953_3,206,"330","",3,"","",""
22954_3,206,"331","",3,"","",""
22955_3,206,"332","",3,"","",""
22956_3,206,"333","",3,"","",""
22957_3,206,"335","",3,"","",""
22959_3,206,"340","",3,"","",""
22960_3,206,"341","",3,"","",""
22961_3,206,"342","",3,"","",""
22962_3,206,"343","",3,"","",""
22963_3,206,"36","",3,"","",""
22964_3,206,"360","",3,"","",""
22965_3,206,"361","",3,"","",""
22966_3,206,"362","",3,"","",""
22967_3,206,"363","",3,"","",""
22968_3,206,"370","",3,"","",""
22969_3,206,"371","",3,"","",""
22970_3,206,"372","",3,"","",""
22971_3,206,"373","",3,"","",""
22972_3,206,"38","",3,"","",""
22973_3,206,"380","",3,"","",""
22974_3,206,"381","",3,"","",""
22975_3,206,"382","",3,"","",""
22976_3,206,"383","",3,"","",""
22977_3,206,"39","",3,"","",""
22978_3,206,"4","",3,"","",""
22980_3,206,"400","",3,"","",""
22981_3,206,"401","",3,"","",""
22982_3,206,"404","",3,"","",""
22983_3,206,"407","",3,"","",""
22984_3,206,"409","",3,"","",""
22985_3,206,"414","",3,"","",""
22986_3,206,"417","",3,"","",""
22987_3,206,"418","",3,"","",""
22988_3,206,"419","",3,"","",""
22989_3,206,"422","",3,"","",""
22990_3,206,"427","",3,"","",""
22991_3,206,"45","",3,"","",""
22992_3,206,"458","",3,"","",""
22994_3,206,"5","",3,"","",""
22996_3,206,"50","",3,"","",""
22997_3,206,"50N","",3,"","",""
22998_3,206,"52","",3,"","",""
22999_3,206,"520","",3,"","",""
23000_3,206,"521","",3,"","",""
23001_3,206,"522","",3,"","",""
23002_3,206,"523","",3,"","",""
23003_3,206,"52N","",3,"","",""
23004_3,206,"53","",3,"","",""
23005_3,206,"530","",3,"","",""
23006_3,206,"531","",3,"","",""
23007_3,206,"53N","",3,"","",""
23008_3,206,"54","",3,"","",""
23009_3,206,"540","",3,"","",""
23010_3,206,"541","",3,"","",""
23011_3,206,"542","",3,"","",""
23012_3,206,"543","",3,"","",""
23013_3,206,"544","",3,"","",""
23014_3,206,"54N","",3,"","",""
23015_3,206,"55","",3,"","",""
23016_3,206,"551","",3,"","",""
23017_3,206,"56","",3,"","",""
23018_3,206,"57","",3,"","",""
23020_3,206,"58","",3,"","",""
23023_3,206,"6","",3,"","",""
23024_3,206,"600","",3,"","",""
23025_3,206,"605","",3,"","",""
23026_3,206,"607","",3,"","",""
23027_3,206,"608","",3,"","",""
23028_3,206,"60E","",3,"","",""
23029_3,206,"610","",3,"","",""
23030_3,206,"611","",3,"","",""
23031_3,206,"615","",3,"","",""
23032_3,206,"617","",3,"","",""
23033_3,206,"620","",3,"","",""
23034_3,206,"621","",3,"","",""
23035_3,206,"625","",3,"","",""
23036_3,206,"67","",3,"","",""
23037_3,206,"68","",3,"","",""
23038_3,206,"70","",3,"","",""
23039_3,206,"701","",3,"","",""
23040_3,206,"702","",3,"","",""
23041_3,206,"703","",3,"","",""
23042_3,206,"704","",3,"","",""
23043_3,206,"705","",3,"","",""
23044_3,206,"706","",3,"","",""
23045_3,206,"707","",3,"","",""
23046_3,206,"708","",3,"","",""
23047_3,206,"709","",3,"","",""
23048_3,206,"70N","",3,"","",""
23049_3,206,"71","",3,"","",""
23050_3,206,"71N","",3,"","",""
23051_3,206,"72","",3,"","",""
23052_3,206,"72N","",3,"","",""
23053_3,206,"73","",3,"","",""
23054_3,206,"73N","",3,"","",""
23055_3,206,"74","",3,"","",""
23056_3,206,"74N","",3,"","",""
23057_3,206,"77","",3,"","",""
23058_3,206,"78","",3,"","",""
23059_3,206,"80","",3,"","",""
23060_3,206,"800","",3,"","",""
23061_3,206,"801","",3,"","",""
23062_3,206,"802","",3,"","",""
23063_3,206,"803","",3,"","",""
23064_3,206,"804","",3,"","",""
23065_3,206,"805","",3,"","",""
23066_3,206,"810","",3,"","",""
23067_3,206,"811","",3,"","",""
23068_3,206,"812","",3,"","",""
23069_3,206,"813","",3,"","",""
23070_3,206,"816","",3,"","",""
23071_3,206,"820","",3,"","",""
23072_3,206,"821","",3,"","",""
23073_3,206,"822","",3,"","",""
23074_3,206,"830","",3,"","",""
23075_3,206,"831","",3,"","",""
23076_3,206,"832","",3,"","",""
23077_3,206,"850","",3,"","",""
23078_3,206,"851","",3,"","",""
23079_3,206,"852","",3,"","",""
23080_3,206,"87","",3,"","",""
23081_3,206,"90","",3,"","",""
23083_3,206,"940X","",3,"","",""
23084_3,206,"950X","",3,"","",""
23085_3,206,"951X","",3,"","",""
23086_3,206,"954X","",3,"","",""
23087_3,206,"970X","",3,"","",""
23088_3,206,"971X","",3,"","",""
23089_3,206,"973X","",3,"","",""
23090_3,206,"974X","",3,"","",""
23093_3,206,"S1","",3,"","",""
23094_3,206,"S2","",3,"","",""
23095_3,206,"S3","",3,"","",""
23108_3,206,"271","",3,"","",""
23109_3,206,"439","",3,"","",""
23110_3,206,"440","",3,"","",""
23111_3,206,"442","",3,"","",""
23112_3,206,"457","",3,"","",""
23113_3,206,"460","",3,"","",""
23114_3,206,"461","",3,"","",""
23115_3,206,"462","",3,"","",""
23116_3,206,"463","",3,"","",""
23117_3,206,"464","",3,"","",""
23118_3,206,"468","",3,"","",""
23119_3,206,"552","",3,"","",""
23121_3,206,"618","",3,"","",""
23122_3,206,"980","",3,"","",""
23128_3,206,"21N","",3,"","",""
23129_3,206,"22N","",3,"","",""
23130_3,206,"23N","",3,"","",""
23131_3,206,"24N","",3,"","",""
23132_3,206,"25N","",3,"","",""
23133_3,206,"27N","",3,"","",""
23134_3,206,"641","",3,"","",""
23135_3,206,"642","",3,"","",""
23136_3,206,"643","",3,"","",""
23137_3,206,"645","",3,"","",""
23138_3,206,"646","",3,"","",""
23139_3,206,"682","",3,"","",""
23140_3,206,"683","",3,"","",""
23141_3,206,"684","",3,"","",""
23142_3,206,"685","",3,"","",""
23143_3,206,"687","",3,"","",""
23144_3,206,"689","",3,"","",""
23148_3,206,"1","",3,"","",""
23149_3,206,"1","",3,"","",""
23150_3,206,"1","",3,"","",""
23151_3,206,"11","",3,"","",""
23152_3,206,"12","",3,"","",""
23153_3,206,"13","",3,"","",""
23154_3,206,"2","",3,"","",""
23155_3,206,"2","",3,"","",""
23156_3,206,"2","",3,"","",""
23157_3,206,"3","",3,"","",""
23159_3,206,"4","",3,"","",""
23160_3,206,"42","",3,"","",""
23161_3,206,"5","",3,"","",""
23162_3,206,"S1","",3,"","",""
23163_3,206,"S2","",3,"","",""
23168_3,206,"111e","",3,"","",""
23170_3,206,"840","",3,"","",""
23199_3,206,"55W","",3,"","",""
23219_3,206,"18Eks","",3,"","",""
23258_2,206,"75","",2,"","",""
23259_2,206,"76","",2,"","",""
23263_3,206,"647","",3,"","",""
23273_3,206,"58-45","",3,"","",""
23274_4,206,"Læsø","",4,"","",""
23314_2,206,"BUS","",2,"","",""
23364_3,206,"2","",3,"","",""
23448_3,206,"1","",3,"","",""
23450_3,206,"104e","",3,"","",""
23454_3,206,"458F","",3,"","",""
23455_3,206,"609","",3,"","",""
23462_3,206,"817","",3,"","",""
23703_2,206,"76N","",2,"","",""
23203_3,386,"790","",3,"","",""
23213_3,386,"791","",3,"","",""
23473_3,391,,"SamsøBus",3,"","",""
21498_4,351,,"Gedser - Rostock",4,"","",""
19804_2,317,"410","",2,"","",""
22098_2,317,"510R","",2,"","",""
22278_2,317,"110R","",2,"","",""
22279_2,317,"210R","",2,"","",""
22280_2,317,"710R","",2,"","",""
22458_3,336,"1","",3,"","",""
22460_3,336,"1","",3,"","",""
22461_3,336,"1","",3,"","",""
22463_3,336,"1","",3,"","",""
22464_3,336,"10","",3,"","",""
22465_3,336,"10","",3,"","",""
